Timestamp,Memory Usage (%)
2024-01-07 14:03:44,45.71GB,1
2024-01-07 14:04:44,45.71GB,1
2024-01-07 14:05:44,45.71GB,1
2024-01-07 14:06:44,45.71GB,1
2024-01-07 14:07:44,45.71GB,1
2024-01-07 14:08:44,45.71GB,1
2024-01-07 14:09:44,45.70GB,1
2024-01-07 14:10:44,45.71GB,1
2024-01-07 14:11:44,45.71GB,1
2024-01-07 14:12:44,45.72GB,1
2024-01-07 14:13:44,45.71GB,1
2024-01-07 14:14:44,45.72GB,1
2024-01-07 14:15:44,45.72GB,1
2024-01-07 14:16:44,45.72GB,1
2024-01-07 14:17:44,45.72GB,1
2024-01-07 14:18:44,45.72GB,1
2024-01-07 14:19:44,45.72GB,1
2024-01-07 14:20:44,45.73GB,1
2024-01-07 14:21:44,45.73GB,1
2024-01-07 14:22:44,45.72GB,1
2024-01-07 14:23:44,45.72GB,1
2024-01-07 14:24:44,45.72GB,1
2024-01-07 14:25:44,45.72GB,1
2024-01-07 14:26:44,45.71GB,1
2024-01-07 14:27:44,45.72GB,1
2024-01-07 14:28:44,45.71GB,1
2024-01-07 14:29:44,45.72GB,1
2024-01-07 14:30:44,45.71GB,1
2024-01-07 14:31:44,45.72GB,1
2024-01-07 14:32:44,45.72GB,1
2024-01-07 14:33:44,45.72GB,1
2024-01-07 14:34:44,45.72GB,1
2024-01-07 14:35:44,45.72GB,1
2024-01-07 14:36:44,45.72GB,1
2024-01-07 14:37:44,45.71GB,1
2024-01-07 14:38:44,45.71GB,1
2024-01-07 14:39:44,45.71GB,1
2024-01-07 14:40:44,45.71GB,1
2024-01-07 14:41:44,45.71GB,1
2024-01-07 14:42:44,45.71GB,1
2024-01-07 14:43:44,45.71GB,1
2024-01-07 14:44:44,45.71GB,1
2024-01-07 14:45:44,45.70GB,1
2024-01-07 14:46:44,45.70GB,1
2024-01-07 14:47:44,45.70GB,1
2024-01-07 14:48:44,45.70GB,1
2024-01-07 14:49:44,45.70GB,1
2024-01-07 14:50:44,45.70GB,1
2024-01-07 14:51:44,45.71GB,1
2024-01-07 14:52:44,45.71GB,1
2024-01-07 14:53:44,45.71GB,1
2024-01-07 14:54:44,45.71GB,1
2024-01-07 14:55:44,45.72GB,1
2024-01-07 14:56:44,45.71GB,1
2024-01-07 14:57:44,45.72GB,1
2024-01-07 14:58:44,45.72GB,1
2024-01-07 14:59:44,45.72GB,1
2024-01-07 15:00:44,45.72GB,1
2024-01-07 15:01:44,45.72GB,1
2024-01-07 15:02:44,45.71GB,1
2024-01-07 15:03:44,45.72GB,1
2024-01-07 15:04:44,45.71GB,1
2024-01-07 15:05:44,45.71GB,1
2024-01-07 15:06:44,45.71GB,1
2024-01-07 15:07:44,45.72GB,1
2024-01-07 15:08:44,45.72GB,1
2024-01-07 15:09:44,45.72GB,1
2024-01-07 15:10:44,45.72GB,1
2024-01-07 15:11:44,45.71GB,1
2024-01-07 15:12:44,45.71GB,1
2024-01-07 15:13:44,45.71GB,1
2024-01-07 15:14:44,45.72GB,1
2024-01-07 15:15:44,45.71GB,1
2024-01-07 15:16:44,45.71GB,1
2024-01-07 15:17:44,45.71GB,1
2024-01-07 15:18:44,45.71GB,1
2024-01-07 15:19:44,45.71GB,1
2024-01-07 15:20:44,45.71GB,1
2024-01-07 15:21:44,45.72GB,1
2024-01-07 15:22:44,45.71GB,1
2024-01-07 15:23:44,45.72GB,1
2024-01-07 15:24:44,45.72GB,1
2024-01-07 15:25:44,45.72GB,1
2024-01-07 15:26:44,45.72GB,1
2024-01-07 15:27:44,45.72GB,1
2024-01-07 15:28:44,45.72GB,1
2024-01-07 15:29:44,45.72GB,1
2024-01-07 15:30:44,45.73GB,1
2024-01-07 15:31:44,45.73GB,1
2024-01-07 15:32:44,45.73GB,1
2024-01-07 15:33:44,45.73GB,1
2024-01-07 15:34:44,45.72GB,1
2024-01-07 15:35:44,45.72GB,1
2024-01-07 15:36:44,45.72GB,1
2024-01-07 15:37:44,45.73GB,1
2024-01-07 15:38:44,45.73GB,1
2024-01-07 15:39:44,45.73GB,1
2024-01-07 15:40:44,45.73GB,1
2024-01-07 15:41:44,45.73GB,1
2024-01-07 15:42:44,45.73GB,1
2024-01-07 15:43:44,45.73GB,1
2024-01-07 15:44:44,45.73GB,1
2024-01-07 15:45:44,45.73GB,1
2024-01-07 15:46:44,45.73GB,1
2024-01-07 15:47:44,45.73GB,1
2024-01-07 15:48:44,45.73GB,1
2024-01-07 15:49:44,45.71GB,1
2024-01-07 15:50:44,45.71GB,1
2024-01-07 15:51:44,45.70GB,1
2024-01-07 15:52:44,45.70GB,1
2024-01-07 15:53:44,45.69GB,1
2024-01-07 15:54:44,45.68GB,1
2024-01-07 15:55:44,45.68GB,1
2024-01-07 15:56:44,45.66GB,1
2024-01-07 15:57:44,45.66GB,1
2024-01-07 15:58:44,45.68GB,1
2024-01-07 15:59:44,45.67GB,1
2024-01-07 16:00:44,45.69GB,1
